Dataset,Model,Accuracy(%),Precision(%),Recall(%),F1-Score(%),FLOPs(M),Params(K),Inference_Time(s),Flows_per_second
CIC_IoT_2023,ghostnet,16.73,10.28,10.79,8.83,0.68,52.86,1.67,8312.33
