Dataset,Model,Accuracy(%),Precision(%),Recall(%),F1-Score(%),FLOPs(M),Params(K),Inference_Time(s),Flows_per_second
ToN-IoT,ghostnet,7.97,11.97,8.24,6.12,0.68,52.73,2.09,7761.13
